CLAVE_ENTIDAD;ENTIDAD_FEDERATIVA;city;lat;lng;CLAVE_ENTIDAD;country;iso2;admin_name;capital;population;population_proper
;;Bolaños;21.8318;-103.7807;Mexico;MX;;Jalisco;minor;;
;;Pénjamo;20.4311;-101.7222;Mexico;MX;;Guanajuato;minor;40076;40076
;;Ocosingo;16.9072;-92.0961;Mexico;MX;7;Chiapas;minor;41878;41878
;;Coyotepec;19.7756;-99.2056;Mexico;MX;;Morelos;minor;41810;41810
;;Jáltipan de Morelos;17.9703;-94.7144;Mexico;MX;;Veracruz;minor;41644;41644
;;Izúcar de Matamoros;18.6;-98.4667;Mexico;MX;;Puebla;minor;41042;41042
;;Camargo;27.667;-105.167;Mexico;MX;8;Chihuahua;minor;40221;40221
;;Pueblo Nuevo;20.5269;-101.3733;Mexico;MX;;Guanajuato;minor;;
;;Yecapixtla;18.8833;-98.865;Mexico;MX;;Morelos;minor;39859;39859
;;Matías Romero;16.8798;-95.0391;Mexico;MX;;Oaxaca;;39828;39828
;;Emiliano Zapata;18.8667;-99.15;Mexico;MX;;Morelos;minor;39702;39702
;;Purísima de Bustos;21.0333;-101.8667;Mexico;MX;;Guanajuato;minor;68795;68795
;;Uman;20.8833;-89.75;Mexico;MX;;Yucatán;;39611;39611
;;Villa del Carbón;19.7272;-99.5417;Mexico;MX;;México;minor;39587;39587
;;Calpulalpan;19.5869;-98.5683;Mexico;MX;;Hidalgo;minor;33263;33263
;;Playa Vicente;17.8333;-95.8167;Mexico;MX;;Veracruz;minor;39205;39205
;;Galeana;24.8333;-100.0667;Mexico;MX;;Nuevo León;minor;38930;38930
;;Juan Rodríguez Clara;18;-95.4;Mexico;MX;;Veracruz;minor;38895;38895
;;Chilcuautla;20.3333;-99.2333;Mexico;MX;;Hidalgo;minor;15284;15284
;;Zacatelco;19.2167;-98.2333;Mexico;MX;;Tlaxcala;minor;38466;38466
;;Romita;20.8708;-101.5169;Mexico;MX;;Guanajuato;minor;51825;51825
;;Xico;19.417;-97;Mexico;MX;;Veracruz;minor;38198;38198
;;Apango;17.7414;-99.3281;Mexico;MX;12;Guerrero;minor;3981;3981
;;Santiago;25.4333;-100.1333;Mexico;MX;;Nuevo León;minor;37886;37886
;;Tlalixcoyan;18.8031;-96.0611;Mexico;MX;;Veracruz;minor;37857;37857
;;Yajalón;17.1852;-92.3272;Mexico;MX;7;Chiapas;minor;37833;37833
;;Ciudad Sahagun;19.7714;-98.5803;Mexico;MX;13;Hidalgo;;28609;28609
;;Melchor Ocampo;19.7083;-99.1444;Mexico;MX;;México;minor;37706;37706
;;Perote;19.562;-97.242;Mexico;MX;;Veracruz;minor;37516;37516
;;San Blas;21.5397;-105.2856;Mexico;MX;;Nayarit;minor;37478;10187
;;Compostela;21.2389;-104.9;Mexico;MX;;Nayarit;minor;37478;17573
;;Paracho de Verduzco;19.65;-102.0667;Mexico;MX;;Michoacán de Ocampo;;37464;37464
;;Mariano Escobedo;18.9167;-97.1333;Mexico;MX;;Veracruz;minor;37285;37285
;;Cañadas de Obregón;21.1496;-102.6886;Mexico;MX;;Jalisco;minor;4110;4110
;;Hidalgo;27.7911;-99.8742;Mexico;MX;5;Coahuila de Zaragoza;minor;1638;1638
;;Zinacantán;16.7597;-92.7222;Mexico;MX;7;Chiapas;minor;36489;36489
;;Zacatepec;18.6833;-99.1833;Mexico;MX;;Morelos;minor;36159;36159
;;Chapala;20.2933;-103.1897;Mexico;MX;;Jalisco;minor;21596;21596
;;Miahuatlán de Porfirio Díaz;16.3283;-96.5961;Mexico;MX;;Oaxaca;minor;35517;35517
;;Tamuín;22;-98.7833;Mexico;MX;;San Luis Potosí;minor;35446;35446
;;Chimaltitán;21.7797;-103.7808;Mexico;MX;;Jalisco;minor;3383;3383
;;Tonalá;16.0894;-93.7514;Mexico;MX;7;Chiapas;minor;35322;35322
;;Siltepec;15.55;-92.3333;Mexico;MX;7;Chiapas;minor;35192;35192
;;Soteapan;18.2333;-94.8667;Mexico;MX;;Veracruz;minor;35155;35155
;;Bochil;16.9953;-92.8903;Mexico;MX;7;Chiapas;minor;34997;34997
;;Cuautepec de Hinojosa;20.15;-98.4333;Mexico;MX;13;Hidalgo;minor;45527;45527
;;Emiliano Zapata;19.65;-98.55;Mexico;MX;;Hidalgo;minor;12309;12309
;;Jiménez;27.13;-104.9067;Mexico;MX;8;Chihuahua;minor;34281;34281
;;Santa María Atzompa;17.0794;-96.7869;Mexico;MX;;Oaxaca;;34115;34115
;;Tuxpan;21.8667;-105.45;Mexico;MX;;Nayarit;minor;34079;34079
;;Salamanca;20.5703;-101.1972;Mexico;MX;;Guanajuato;minor;260759;260759
;;San Juan Evangelista;17.8833;-95.1333;Mexico;MX;;Veracruz;minor;33929;33929
;;Santa Isabel;32.6314;-115.5756;Mexico;MX;2;Baja California;;33604;33604
;;Paso de Ovejas;19.285;-96.44;Mexico;MX;;Veracruz;minor;33392;33392
;;Epazoyucan;20.0177;-98.6361;Mexico;MX;13;Hidalgo;minor;11522;11522
;;Pánuco;22.05;-98.1833;Mexico;MX;;Veracruz;minor;33122;33122
;;Honey;20.2388;-98.2125;Mexico;MX;;Hidalgo;minor;;
;;Villanueva;22.3536;-102.8831;Mexico;MX;;Zacatecas;minor;32835;32835
;;Ticul;20.3953;-89.5339;Mexico;MX;;Yucatán;;32796;32796
;;Sayula de Alemán;17.8833;-94.95;Mexico;MX;;Veracruz;minor;32721;32721
;;Putla Villa de Guerrero;17.0321;-97.9293;Mexico;MX;;Oaxaca;minor;32640;32640
;;Nueva Italia de Ruiz;19.0194;-102.1089;Mexico;MX;;Michoacán de Ocampo;;32467;32467
;;Ciudad Sabinas Hidalgo;26.5;-100.1833;Mexico;MX;;Nuevo León;minor;32047;20198
;;Paso del Macho;18.9667;-96.7167;Mexico;MX;;Veracruz;minor;31890;31890
;;Turicato;19.05;-101.4167;Mexico;MX;;Michoacán de Ocampo;minor;31877;31877
;;Coatepec Harinas;18.9;-99.7167;Mexico;MX;;México;minor;31860;31860
;;El Oro de Hidalgo;19.8008;-100.1314;Mexico;MX;;Morelos;minor;31847;31847
;;Salvatierra;20.2156;-100.8961;Mexico;MX;;Guanajuato;minor;34066;34066
;;Tuzantán;15.15;-92.4167;Mexico;MX;7;Chiapas;minor;31755;31755
;;Amecameca de Juárez;19.1238;-98.7665;Mexico;MX;;México;minor;31687;31687
;;Huasca de Ocampo;20.2028;-98.5758;Mexico;MX;;Hidalgo;minor;15201;538
;;Cananea;30.9819;-110.3006;Mexico;MX;;Sonora;minor;31560;31560
;;Tenosique;17.4756;-91.4225;Mexico;MX;;Tabasco;minor;31392;31392
;;Tancítaro;19.3378;-102.363;Mexico;MX;;Michoacán de Ocampo;;31100;31100
;;Huehuetla;20.4603;-98.0783;Mexico;MX;;Hidalgo;minor;;
;;Champotón;19.35;-90.7167;Mexico;MX;4;Campeche;minor;30881;30881
;;Capulhuac;19.2;-99.4667;Mexico;MX;;México;minor;30838;30838
;;Escuinapa;22.9822;-105.7031;Mexico;MX;;Sinaloa;minor;30790;30790
;;Amatenango de la Frontera;15.4333;-92.1167;Mexico;MX;7;Chiapas;minor;30732;30732
;;Macuspana;17.7667;-92.6;Mexico;MX;;Tabasco;minor;30661;30661
;;Huatabampo;26.8304;-109.63;Mexico;MX;;Sonora;minor;30426;25063
;;Temascaltepec de González;19.0433;-100.0414;Mexico;MX;;México;minor;30336;30336
;;San Salvador El Seco;19.1333;-97.65;Mexico;MX;;Puebla;;30303;30303
;;Apaxtla de Castrejón;18.1313;-99.9326;Mexico;MX;12;Guerrero;minor;;
;;Chiquilistlán;20.0856;-103.8939;Mexico;MX;;Jalisco;minor;6102;6102
;;Ixtapan de la Sal;18.8333;-99.6833;Mexico;MX;;México;minor;30073;30073
;;Nanchital de Lázaro Cárdenas del Río;18.0667;-94.4167;Mexico;MX;;Veracruz;minor;30039;30039
;;Otumba;19.6969;-98.7547;Mexico;MX;;México;minor;29873;29873
;;San Rafael;20.1889;-96.8658;Mexico;MX;;Veracruz;minor;29631;29631
;;Villa Donato Guerra;19.3083;-100.1422;Mexico;MX;;México;minor;29621;29621
;;Escárcega;18.6067;-90.7344;Mexico;MX;4;Campeche;minor;29477;29477
;;San Fernando;24.8504;-98.16;Mexico;MX;;Tamaulipas;minor;29171;22021
;;Navolato;24.7656;-107.7019;Mexico;MX;;Sinaloa;minor;28676;28676
;;Huejutla de Reyes;21.1333;-98.4167;Mexico;MX;13;Hidalgo;;115786;115786
;;Pabellón de Arteaga;22.15;-102.2667;Mexico;MX;1;Aguascalientes;minor;28633;28633
;;Ixmiquilpan;20.4861;-99.2589;Mexico;MX;13;Hidalgo;minor;73903;73903
;;Las Rosas;16.3556;-92.3672;Mexico;MX;7;Chiapas;minor;28261;28261
;;Cuitzeo del Porvenir;19.9686;-101.1394;Mexico;MX;;Michoacán de Ocampo;minor;28227;28227
;;Villa Luvianos;18.92;-100.2983;Mexico;MX;;México;minor;28215;27860
;;Cihuatlán;19.25;-104.5667;Mexico;MX;;Jalisco;minor;30241;30241
;;Arcelia;18.2833;-100.2667;Mexico;MX;12;Guerrero;minor;;
;;Ojinaga;29.5644;-104.4164;Mexico;MX;8;Chihuahua;minor;28040;22744
;;Rincón de Romos;22.2333;-102.3167;Mexico;MX;1;Aguascalientes;minor;27988;27988
;;San Felipe Jalapa de Díaz;18.0716;-96.5352;Mexico;MX;;Oaxaca;;27979;27979
;;Nochistlán de Mejía;21.3642;-102.8464;Mexico;MX;;Zacatecas;minor;27932;27932
;;Salinas Victoria;25.9667;-100.3;Mexico;MX;;Nuevo León;minor;27848;27848
;;Tlalpujahua de Rayón;19.805;-100.1744;Mexico;MX;;México;minor;27788;27788
;;Ciudad Guzmán;19.7;-103.4667;Mexico;MX;;Jalisco;minor;97;97
;;Soledad de Doblado;19.0447;-96.4233;Mexico;MX;;Veracruz;minor;27770;27770
;;Atlautla;19;-98.7167;Mexico;MX;;México;minor;27663;27663
;;San Juan Guichicovi;16.9667;-95.0833;Mexico;MX;;Oaxaca;;27646;27646
;;Catemaco;18.4167;-95.1167;Mexico;MX;;Veracruz;minor;27615;27615
;;Contla;19.3333;-98.1667;Mexico;MX;;Tlaxcala;minor;27610;27610
;;Los Reyes de Juárez;18.9267;-97.7983;Mexico;MX;;Puebla;minor;27454;27454
;;San Diego de la Unión;21.4656;-100.8736;Mexico;MX;;Guanajuato;minor;39663;7116
;;Tuxpan;19.5661;-100.4625;Mexico;MX;;Michoacán de Ocampo;minor;27371;27371
;;Metepec;20.2381;-98.3219;Mexico;MX;;Hidalgo;minor;;
;;Mineral del Monte;20.1333;-98.6667;Mexico;MX;13;Hidalgo;minor;11944;11944
;;Ozumba;19.0392;-98.7936;Mexico;MX;;México;minor;27207;27207
;;Mixquiahuala de Juarez;20.2311;-99.2131;Mexico;MX;;Hidalgo;;37747;37747
;;Amatepec;18.65;-100.15;Mexico;MX;;México;minor;27026;27026
;;Sabanilla;17.2833;-92.55;Mexico;MX;7;Chiapas;minor;26921;26921
;;Naupan;20.2263;-98.1205;Mexico;MX;;Hidalgo;minor;;
;;Xalatlaco;19.1811;-99.4164;Mexico;MX;;México;minor;26865;26865
;;Paracuaro;19.1464;-102.2194;Mexico;MX;;Michoacán de Ocampo;;26789;26789
;;Omitlán de Juárez;20.1697;-98.6478;Mexico;MX;;Hidalgo;minor;7529;7529
;;Jaltenco;19.7511;-99.0931;Mexico;MX;;México;minor;26359;26359
;;Ocuilan de Arteaga;19;-99.4;Mexico;MX;;México;minor;26332;26332
;;Tehuipango;18.5167;-97.05;Mexico;MX;;Veracruz;minor;26322;26322
;;Coneto de Comonfort;24.9833;-104.9333;Mexico;MX;;Durango;minor;858;858
;;Huaquechula;18.7667;-98.55;Mexico;MX;;Puebla;minor;26114;26114
;;Pachuca;20.1;-98.75;Mexico;MX;13;Hidalgo;admin;277375;277375
;;Atenango del Río;18.0833;-99.1;Mexico;MX;12;Guerrero;minor;;
;;Felipe Carrillo Puerto;19.5786;-88.0453;Mexico;MX;;Quintana Roo;minor;25744;25744
;;Huejotzingo;19.1594;-98.4073;Mexico;MX;;Puebla;minor;25684;25684
;;San Felipe;21.4833;-101.2167;Mexico;MX;;Guanajuato;minor;106952;38589
;;Tepetlaoxtoc;19.5731;-98.8203;Mexico;MX;;México;minor;25523;25523
;;Pinal de Amoles;21.1342;-99.4586;Mexico;MX;;Querétaro;minor;25325;25325
;;Miahuatlán;18.5667;-97.4333;Mexico;MX;;Puebla;minor;25228;25228
;;Álamo;20.9167;-97.675;Mexico;MX;;Veracruz;minor;25159;25159
;;Santa María Tonameca;15.7458;-96.5472;Mexico;MX;;Oaxaca;minor;25130;25130
;;Sultepec;18.8667;-99.95;Mexico;MX;;México;minor;24986;24986
;;San Francisco del Rincón;21.0228;-101.86;Mexico;MX;;Guanajuato;minor;113570;71139
;;Hunucmá;21.0153;-89.8744;Mexico;MX;;Yucatán;minor;24910;24910
;;Ixhuatlancillo;18.9;-97.15;Mexico;MX;;Veracruz;minor;24896;24896
;;Aquila;18.5833;-103.5167;Mexico;MX;;Michoacán de Ocampo;;24864;24864
;;Aldama;28.8386;-105.9111;Mexico;MX;8;Chihuahua;minor;24761;18642
;;Cocula;20.3656;-103.8232;Mexico;MX;;Jalisco;minor;;
;;Atlamajalcingo del Monte;17.3158;-98.6058;Mexico;MX;12;Guerrero;minor;;
;;Venustiano Carranza;20.1158;-102.6542;Mexico;MX;;Michoacán de Ocampo;minor;24708;24708
;;Carlos A. Carrillo;18.3667;-95.75;Mexico;MX;;Veracruz;minor;24565;24565
;;Colotlán;22.113;-103.2671;Mexico;MX;;Jalisco;minor;;
;;Atlixtac;17.5667;-98.8833;Mexico;MX;12;Guerrero;minor;;
;;Álamos;27.0275;-108.94;Mexico;MX;;Sonora;minor;24493;9345
;;Tecolutla;20.4797;-97.01;Mexico;MX;;Veracruz;minor;24258;24258
;;Cuencamé de Ceniceros;24.8667;-103.7;Mexico;MX;;Durango;minor;9848;9848
;;Tantoyuca;21.35;-98.2333;Mexico;MX;;Veracruz;minor;23893;23893
;;Ciudad Serdán;18.9833;-97.45;Mexico;MX;;Puebla;minor;23824;23824
;;Cazones de Herrera;20.7;-97.3;Mexico;MX;;Veracruz;minor;23675;23675
;;Cerro Azul;21.2;-97.7331;Mexico;MX;;Veracruz;minor;23573;23573
;;San José Iturbide;21;-100.3833;Mexico;MX;;Guanajuato;minor;54661;54661
;;Juchitepec;19.0997;-98.8792;Mexico;MX;;México;minor;23497;23497
;;Concepción de Buenos Aires;19.8667;-103.15;Mexico;MX;;Jalisco;minor;6088;6088
;;Magdalena de Kino;30.6167;-111.05;Mexico;MX;;Sonora;minor;23359;3445
;;Cuautitlán;19.4333;-104.3;Mexico;MX;;Jalisco;minor;18138;18138
;;Soledad Atzompa;18.755;-97.1522;Mexico;MX;;Veracruz;minor;23130;23130
;;Tamiahua;21.2794;-97.4469;Mexico;MX;;Veracruz;minor;23120;23120
;;Rafael Delgado;18.8167;-97.0667;Mexico;MX;;Veracruz;minor;23112;23112
;;Malinalco;18.9483;-99.4947;Mexico;MX;;México;minor;22970;8045
;;Frontera;18.5336;-92.6469;Mexico;MX;;Tabasco;minor;22795;22795
;;Tequixquiac;19.9097;-99.1417;Mexico;MX;;Morelos;minor;22676;22676
;;Cuautla;20.2018;-104.4061;Mexico;MX;;Jalisco;minor;;
;;Cuquío;20.9275;-103.0239;Mexico;MX;;Jalisco;minor;17980;17980
;;Meoqui;28.2722;-105.4819;Mexico;MX;8;Chihuahua;minor;22574;22574
;;Tlacolula de Matamoros;16.9542;-96.4792;Mexico;MX;;Oaxaca;minor;22545;22545
;;Santa Ana Nextlalpan;19.7167;-99.0667;Mexico;MX;;México;minor;22507;34.374
;;Puente Nacional;19.3333;-96.4833;Mexico;MX;;Veracruz;minor;22454;22454
;;Jiménez;29.0697;-100.675;Mexico;MX;5;Coahuila de Zaragoza;minor;1160;1160
;;Alvarado;18.7811;-95.7572;Mexico;MX;;Veracruz;minor;22330;22330
;;Degollado;20.4667;-102.15;Mexico;MX;;Jalisco;minor;21226;21226
;;Juárez;27.6075;-100.7266;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Atlatlahucan;18.935;-98.9;Mexico;MX;;Morelos;minor;22079;22079
;;Jalpan;21.2167;-99.4725;Mexico;MX;;Querétaro;minor;22025;22025
;;Tecali;18.9011;-97.97;Mexico;MX;;Puebla;minor;21992;21992
;;Axapusco;19.7194;-98.7972;Mexico;MX;;México;minor;21915;21915
;;Xalisco;21.4481;-104.9;Mexico;MX;;Nayarit;minor;21899;21899
;;Chapa de Mota;19.8144;-99.5269;Mexico;MX;;México;minor;21746;21746
;;Atoyac de Álvarez;17.2;-100.4333;Mexico;MX;12;Guerrero;minor;20515;19081
;;Ocotlán de Morelos;16.7914;-96.675;Mexico;MX;;Oaxaca;minor;21676;21676
;;Cuilapan de Guerrero;16.9972;-96.7817;Mexico;MX;;Oaxaca;minor;21597;21597
;;Ejutla;19.9;-104.15;Mexico;MX;;Jalisco;minor;1862;1862
;;El Arenal;20.7754;-103.6935;Mexico;MX;;Jalisco;minor;19900;19900
;;El Grullo;19.806;-104.218;Mexico;MX;;Jalisco;minor;;
;;San Martín de las Pirámides;19.7333;-98.8167;Mexico;MX;;México;minor;21511;21511
;;Heroica Ciudad de Tlaxiaco;17.2077;-97.6798;Mexico;MX;;Oaxaca;minor;21391;14608
;;El Limón;19.75;-104.0167;Mexico;MX;;Jalisco;minor;5379;5379
;;Nogales;18.8167;-97.1667;Mexico;MX;;Veracruz;minor;21113;21113
;;Chocamán;19.0167;-97.0333;Mexico;MX;;Veracruz;minor;21102;21102
;;Altepexi;18.3676;-97.3004;Mexico;MX;;Puebla;minor;21100;21100
;;Tepezalá;22.2167;-102.1667;Mexico;MX;1;Aguascalientes;minor;20926;20926
;;Cuauhtémoc;19.3281;-103.6028;Mexico;MX;6;Colima;minor;7513;7513
;;Texistepec;17.9;-94.8167;Mexico;MX;;Veracruz;minor;20887;20887
;;Lamadrid;27.0497;-101.7947;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Ayutla de los Libres;16.9;-99.2167;Mexico;MX;12;Guerrero;minor;15370;15370
;;Loreto;26.0128;-111.3433;Mexico;MX;3;Baja California Sur;minor;20385;14724
;;Santa María Chilchotla;18.2333;-96.8167;Mexico;MX;;Oaxaca;minor;20328;20328
;;El Salto;20.5194;-103.1817;Mexico;MX;;Jalisco;minor;;
;;Azoyú;16.7167;-98.7333;Mexico;MX;12;Guerrero;minor;;
;;Naranjos;21.3472;-97.6833;Mexico;MX;;Veracruz;minor;20073;20073
;;Ciudad Miguel Alemán;26.4003;-99.0253;Mexico;MX;;Tamaulipas;minor;19998;19998
;;El Tuito;20.3204;-105.3247;Mexico;MX;;Jalisco;minor;;
;;Comapa;19.1667;-96.8666;Mexico;MX;;Veracruz;minor;19859;19859
;;Zimatlán de Álvarez;16.8667;-96.7833;Mexico;MX;;Oaxaca;minor;19849;19849
;;Calvillo;21.85;-102.7167;Mexico;MX;1;Aguascalientes;minor;19742;19742
;;San Luis de la Paz;21.3;-100.5167;Mexico;MX;;Guanajuato;minor;101370;101370
;;Chiconcuac;19.55;-98.9;Mexico;MX;;México;minor;19656;19656
;;Lerdo de Tejada;18.638;-95.5085;Mexico;MX;;Veracruz;minor;19606;19606
;;Hidalgotitlán;17.7833;-94.6333;Mexico;MX;;Veracruz;minor;19587;19587
;;Encarnación de Díaz;21.5167;-102.2333;Mexico;MX;;Jalisco;minor;53555;53555
;;Amatán;17.3715;-92.818;Mexico;MX;7;Chiapas;minor;19348;19348
;;Matamoros;25.533;-103.25;Mexico;MX;5;Coahuila de Zaragoza;minor;48511;48511
;;Jamiltepec;16.2783;-97.82;Mexico;MX;;Oaxaca;minor;19201;19201
;;Senguio;19.7539;-100.3377;Mexico;MX;;Michoacán de Ocampo;minor;19146;19146
;;Cherán;19.6833;-101.95;Mexico;MX;;Michoacán de Ocampo;minor;19081;19081
;;Etzatlán;20.7684;-104.0774;Mexico;MX;;Jalisco;minor;;
;;Cotija de la Paz;19.81;-102.7047;Mexico;MX;;México;minor;19018;19018
;;Santa Ana Jilotzingo;19.5333;-99.4;Mexico;MX;;México;minor;19013;19013
;;Fortín de las Flores;18.9;-97;Mexico;MX;;Veracruz;minor;18965;18965
;;Landa de Matamoros;21.1819;-99.3203;Mexico;MX;;Querétaro;minor;18905;1609
;;Huehuetla;20.1039;-97.6251;Mexico;MX;;Puebla;minor;18803;18803
;;Tlalnelhuayocan;19.5667;-96.9667;Mexico;MX;;Veracruz;minor;18715;18715
;;Asunción Nochixtlán;17.4592;-97.2261;Mexico;MX;;Oaxaca;minor;18525;18525
;;San Blas Atempa;16.3167;-95.2167;Mexico;MX;;Oaxaca;minor;18406;18406
;;Filomeno Mata;20.2;-97.7;Mexico;MX;;Veracruz;minor;18367;18367
;;Santiago Ixcuintla;21.811;-105.2079;Mexico;MX;;Nayarit;minor;18365;15790
;;Tepetlixpa;19.0006;-98.8178;Mexico;MX;;México;minor;18327;18327
;;San José Tenango;18.15;-96.7333;Mexico;MX;;Oaxaca;minor;18316;18316
;;Tulum;20.2119;-87.4658;Mexico;MX;;Quintana Roo;minor;18233;18233
;;Gómez Farías;19.7936;-103.4765;Mexico;MX;;Jalisco;minor;;
;;Guachinango;20.567;-104.367;Mexico;MX;;Jalisco;minor;4184;4184
2;BAJA CALIFORNIA;Guadalajara;20.6767;-103.3475;14;Mexico;MX;Jalisco;admin;5253000;1460148
;;San Agustín Tlaxiaca;20.1144;-98.8867;Mexico;MX;;Hidalgo;;27118;27118
;;Hostotipaquillo;21.0588;-104.0508;Mexico;MX;;Jalisco;minor;9761;9761
;;San Bartolo Tutotepec;20.4;-98.2;Mexico;MX;13;Hidalgo;minor;17837;17837
;;San Miguel de Allende;20.9142;-100.7436;Mexico;MX;;Guanajuato;minor;139297;139297
;;Moloacán;17.9833;-94.35;Mexico;MX;;Veracruz;minor;17504;17504
;;Pajapan;18.2667;-94.6833;Mexico;MX;;Veracruz;minor;17480;17480
;;Tepatlaxco;19.0667;-97.9667;Mexico;MX;;Puebla;minor;17472;17472
;;Totutla;19.2167;-96.9667;Mexico;MX;;Veracruz;minor;17428;17428
;;Mecayapan;18.2167;-94.8333;Mexico;MX;;Veracruz;minor;17312;17312
;;Ignacio de la Llave;18.6618;-95.9721;Mexico;MX;;Veracruz;minor;17105;17105
;;Peñamiller;21.0519;-99.815;Mexico;MX;;Querétaro;minor;17007;17007
;;Chinampa de Gorostiza;21.3667;-97.7333;Mexico;MX;;Veracruz;minor;16741;16741
;;Jilotepec;19.6113;-96.9224;Mexico;MX;;Veracruz;minor;16682;16682
31;YUCAT�N;Durango;24.0167;-104.6667;10;Mexico;MX;Durango;admin;654876;654876
;;San Felipe Orizatlán;21.1719;-98.6064;Mexico;MX;13;Hidalgo;;38472;38472
;;Juchique de Ferrer;19.8333;-96.7;Mexico;MX;;Veracruz;minor;16360;16360
;;Cosautlán;19.3333;-96.9833;Mexico;MX;;Veracruz;minor;16353;16353
;;Oteapan;18;-94.6667;Mexico;MX;;Veracruz;minor;16222;16222
;;San Salvador;20.2833;-99.0153;Mexico;MX;;Hidalgo;minor;28637;28637
;;Buenavista de Cuéllar;18.45;-99.4333;Mexico;MX;12;Guerrero;minor;;
;;El Rosario;22.9922;-105.8572;Mexico;MX;;Sinaloa;minor;16002;16001
;;El Salto;23.7823;-105.3585;Mexico;MX;;Durango;minor;24241;24241
;;Huejúcar;22.3591;-103.2108;Mexico;MX;;Jalisco;minor;5633;5633
;;Tlaltetela;19.3167;-96.9;Mexico;MX;;Veracruz;minor;15818;15818
;;Ixhuatlán del Sureste;18.017;-94.38;Mexico;MX;;Veracruz;minor;15800;15800
;;Santiago Tulantepec;20.0397;-98.3575;Mexico;MX;;Hidalgo;minor;16078;16078
;;La Cruz;23.9214;-106.8919;Mexico;MX;;Sinaloa;minor;15657;15657
;;Tatahuicapan;18.25;-94.7667;Mexico;MX;;Veracruz;minor;15614;15614
;;Churumuco de Morelos;18.6167;-101.6333;Mexico;MX;;Michoacán de Ocampo;minor;15455;15455
;;Madera;29.19;-108.1414;Mexico;MX;8;Chihuahua;minor;15447;15447
;;Chichihualco;17.655;-99.674;Mexico;MX;12;Guerrero;minor;10690;10079
;;Huejuquilla el Alto;22.6255;-103.8978;Mexico;MX;;Jalisco;minor;;
;;Cárdenas;22.0103;-99.6522;Mexico;MX;;San Luis Potosí;minor;15331;15331
;;Singuilucan;19.9675;-98.5178;Mexico;MX;13;Hidalgo;minor;13143;13143
;;Tecozautla;20.5333;-99.6333;Mexico;MX;;Hidalgo;;31609;31609
;;Huitzilan;19.9667;-97.6833;Mexico;MX;;Puebla;minor;15096;15096
;;Calkiní;20.3667;-90.05;Mexico;MX;4;Campeche;minor;14934;14934
;;Tecuala;22.4004;-105.46;Mexico;MX;;Nayarit;minor;14921;10583
;;Huixcolotla;18.9219;-97.7708;Mexico;MX;;Puebla;minor;14810;14810
;;Cerritos;22.4275;-100.2783;Mexico;MX;;San Luis Potosí;minor;14804;14804
;;Tepetzintla;21.1647;-97.8528;Mexico;MX;;Veracruz;minor;14736;14736
;;Tlaxcala;19.3191;-98.1998;Mexico;MX;;Tlaxcala;admin;14692;14692
;;Chilapa de Álvarez;17.5944;-99.1778;Mexico;MX;12;Guerrero;minor;120790;120790
;;Zontecomatlán de López y Fuentes;20.7667;-98.3333;Mexico;MX;;Veracruz;minor;14620;14620
;;Ciudad Hidalgo;14.6792;-92.1497;Mexico;MX;7;Chiapas;minor;14606;14606
;;Santa Catarina;21.1406;-100.0619;Mexico;MX;;Guanajuato;minor;5120;5120
;;Guachochi;26.8194;-107.07;Mexico;MX;8;Chihuahua;minor;14513;14513
;;Tlayacapan;18.9556;-98.9811;Mexico;MX;;Morelos;minor;14467;14467
;;Chiconquiaco;19.75;-96.8167;Mexico;MX;;Veracruz;minor;14394;14394
;;San Andrés Timilpan;19.8667;-99.7333;Mexico;MX;;México;minor;14335;14335
;;Ciénega de Flores;25.95;-100.1833;Mexico;MX;;Nuevo León;minor;14268;14268
;;Almoloya de Alquisiras;18.85;-99.85;Mexico;MX;;México;minor;14196;14196
;;Juan Aldama;24.291;-103.394;Mexico;MX;;Zacatecas;minor;14162;12073
;;Santa Rosalía;27.3389;-112.2669;Mexico;MX;3;Baja California Sur;minor;14160;11765
;;Grajales;19.25;-97.7833;Mexico;MX;;Puebla;minor;14159;14159
;;Tepoztlán;18.9853;-99.0997;Mexico;MX;;Morelos;minor;14130;14130
;;El Porvenir de Velasco Suárez;15.4556;-92.2794;Mexico;MX;7;Chiapas;minor;14121;14121
;;Ezequiel Montes;20.6667;-99.8833;Mexico;MX;;Querétaro;minor;14053;14053
;;Acala;16.5533;-92.8069;Mexico;MX;7;Chiapas;minor;13889;13889
;;Polotitlán de la Ilustración;20.2231;-99.8147;Mexico;MX;;México;minor;13851;13851
;;Temascalapa;19.8;-98.9;Mexico;MX;13;Hidalgo;minor;33063;33063
;;Zacualpan;18.7197;-99.78;Mexico;MX;;México;minor;13800;13800
;;San Pedro Pochutla;15.7463;-96.4652;Mexico;MX;;Oaxaca;minor;13685;13685
;;Aldama;22.9194;-98.0736;Mexico;MX;;Tamaulipas;minor;13661;13661
;;Ilamatlán;20.7833;-98.45;Mexico;MX;;Veracruz;minor;13474;13474
;;Ascensión;31.0928;-107.9964;Mexico;MX;8;Chihuahua;minor;13456;13456
;;Ixtlahuacán;18.9978;-103.7358;Mexico;MX;6;Colima;minor;;
;;Cadereyta;20.7;-99.8167;Mexico;MX;;Querétaro;minor;13347;13347
;;Miahuatlán;18.2833;-97.2833;Mexico;MX;;Puebla;minor;13159;13159
